,ga:pagepath,ga:pageviews,ga:uniquepageviews
0,/,1831,1407
1,/?mc_cid=75bfa4230c&mc_eid=cb420cac6d,1,1
2,/?p=230,1,1
3,/403.html?page=/admin/content/comment?sort=asc&order=Updated&amp;from=https://www.software.ac.uk/admin/content/comment,1,1
4,/403.html?page=/admin/content/comment&amp;from=,2,2
5,/403.html?page=/comment/18233&amp;from=,1,1
6,/403.html?page=/node/1164/edit&amp;from=,1,1
7,/404.html?page=/about/how-to-cite-us&amp;from=,1,1
8,/404.html?page=/about/peope/malcolm-illingworth&amp;from=,2,1
9,/404.html?page=/about/people/toni-collins&amp;from=https://www.google.co.uk/,2,2
10,/404.html?page=/about​&amp;from=,1,1
11,/404.html?page=/Application&amp;from=,1,1
12,/404.html?page=/blog/2012-03-27-rtfm-four-letter-word not phishing b/c flag is 3&amp;from=,1,1
13,/404.html?page=/blog/2013-10-01-top-tips-software-data-&amp;from=,1,1
14,/404.html?page=/blog/2016-09-12-call-information-why-do-good-software-people-leave-academiasum olf msquares&amp;from=,1,1
15,/404.html?page=/blog/2016-10-12-downloading&amp;from=https://mail.google.com/mail/u/0/?tab=wm,1,1
16,/404.html?page=/blog/www.software.ac.uk/people/simon-hettrick&amp;from=https://www.software.ac.uk/blog/2016-09-20-future-rses-looking-rosy-following-phenomenal-conference,1,1
17,/404.html?page=/how-continuous-integration-can-help-you-regularly-test-and-release-your-software for more info on this)&amp;from=,1,1
18,/404.html?page=/legacy-sitesdocs/2.3.3/managed_programme/plotws/about_plotws.htm&amp;from=http://gnuplot.sourceforge.net/links.html,1,1
19,/404.html?page=/legacy-sitesdocs/2.3.3/managed_programme/plotws/about_plotws.htm&amp;from=http://www.gnuplot.info/links.html,1,1
20,/404.html?page=/legacy-sitesdocs/2.3.3/reference/wsdl/what_is_wsdl_.htm&amp;from=http://contentpromotion.pitchbox.com/project/66186/campaign/695209/outreach/backfill?opp_id=18373413,1,1
21,/404.html?page=/legacy-sitesdownloads/project.jsp?projectid=231&amp;from=,1,1
22,/404.html?page=/legacy-sitesprojects/display_project.jsp?projectid=237&amp;from=http://www0.cs.ucl.ac.uk/research/avats/,1,1
23,/404.html?page=/legacy-siteswiki/CW10&amp;from=http://www.eumedgrid.eu/index.php/events/details/11-collaborations-workshop-2010,1,1
24,/404.html?page=/legacy-siteswiki/JaxWsTutorial&amp;from=http://stackoverflow.com/questions/1348603/how-can-i-get-maven-to-stop-attempting-to-check-for-updates-for-artifacts-from-a,4,4
25,/404.html?page=/legacy-siteswiki/OSCAR&amp;from=,3,1
26,/404.html?page=/legacy-siteswiki/SoftwareOverview&amp;from=,1,1
27,/404.html?page=/legacy-siteswiki/Taverna&amp;from=,1,1
28,/404.html?page=/legacy-siteswiki/WorkflowMonitor&amp;from=http://www.taverna.org.uk/download/associated-tools/workflow-monitor/,10,7
29,/404.html?page=/news/bit.ly/fellowship-programme&amp;from=https://www.software.ac.uk/news/fellowship-programme-2017-launch-webinar,2,1
30,/404.html?page=/news/miw6@le.ac.uk&amp;from=https://www.software.ac.uk/news/research-software-engineer-position-university-leicester,1,1
