,ga:pagepath,ga:pageviews,ga:uniquepageviews
0,/,1110,903
1,/403.html?page=/about/our-partners?mpw&from=https://www.google.co.uk/,2,1
2,/403.html?page=/about/people/mike-jackson&from=https://www.software.ac.uk/blog/2016-09-28-look-fortran-unit-test-frameworks,1,1
3,/403.html?page=/about/people/raniere-silva&from=https://www.software.ac.uk/generating-google-maps-out-google-spreadsheets,1,1
4,/403.html?page=/about/people/shoaib-sufi&from=https://software.ac.uk/cw19/steering-committee?_ga=2.141956273.2030114476.1533898942-863874850.1533898942,1,1
5,/403.html?page=/about/people/steve-crouch?_ga=2.97211359.179763599.1534970213-1335812069.1534970213&from=,1,1
6,/403.html?page=/about/people/steve-crouch&from=,2,2
7,/403.html?page=/admin/config/search/path/filter?search=collaborations-workshop-2019&from=,1,1
8,/403.html?page=/aleksandra-nenadic&from=https://duckduckgo.com/,1,1
9,/403.html?page=/cw12?_ga=2.150797366.1414190282.1533647960-39091636.1530006475&from=,1,1
10,/403.html?page=/cw19/&from=,1,1
11,/403.html?page=/cw19&from=,1,1
12,/403.html?page=/events/2011-12-12-sustainability-training-workshop-12-december-2011-oxford&from=,2,2
13,/403.html?page=/index.php/stuart-dunn&from=https://www.google.it/,1,1
14,/403.html?page=/james-spencer&from=http://www.imperial.ac.uk/theory-and-simulation-of-materials/people/staff/,1,1
15,/403.html?page=/laura-moss&from=https://www.bing.com/,2,1
16,/403.html?page=/node/58/edit&from=https://www.software.ac.uk/people,2,2
17,/403.html?page=/raniere-silva&from=,1,1
18,/403.html?page=/raniere-silva&from=https://www.cdi.manchester.ac.uk/about/people/,1,1
19,/403.html?page=/user/10&from=https://35.176.183.9/user/login,1,1
20,/404.html?page=/ m.woodbridge@imperial.ac.uk?_ga=2.232869662.1485673669.1533112417-391258821.1511525551&from=https://www.software.ac.uk/news/job-advert-research-software-engineer-imperial-college-london,1,1
21,/404.html?page=/about/people/aleksandra-pawlik&from=,1,1
22,/404.html?page=/admin&from=,1,1
23,/404.html?page=/admin&from=https://www.software.ac.uk/admin/content,1,1
24,/404.html?page=/admin&from=https://www.software.ac.uk/node/2240/edit,1,1
25,/404.html?page=/author/robert-paul-davey?_ga=2.245651588.1678337903.1535467679-1787196841.1513868526&from=https://www.software.ac.uk/about/fellows/robert-paul-davey,1,1
26,/404.html?page=/b25saW5lLX&from=,3,3
27,/404.html?page=/blog/2013-01-25-haters-gonnahate-why-you-shouldnt-be-ashamed-releasing-your-code&from=,4,4
28,/404.html?page=/blog/2017-09-01-lonely-journey-excel-pandas&from=,2,2
29,/404.html?page=/blog/2017-09-01-lonely-journey-excel-pandas&from=https://www.software.ac.uk/blog/2014-12-04-its-impossible-conduct-research-without-software-say-7-out-10-uk-researchers,2,1
30,/404.html?page=/blog/2017-12-08-welcome-software-sustainability-institute-fellows-2018&from=,1,1
31,/404.html?page=/blog/2017-12-0gog-software-use-research&from=,1,1
32,/404.html?page=/blog/2018-01-23-rse-fellowship-plans-phil-hasnip-university-cambridge?_ga=2.248659904.699591392.1534848854-1270850640.1531399780&from=https://www.software.ac.uk/news/introducing-2017-epsrc-rse-fellows,2,2
33,/404.html?page=/blog/2018-01-23-rse-fellowship-plans-phil-hasnip-university-cambridge&from=https://rse.ac.uk/community/epsrc-rse-fellows/,1,1
34,/404.html?page=/blog/2018-01-23-rse-fellowship-plans-phil-hasnip-university-cambridge&from=https://www.york.ac.uk/physics/people/phil-hasnip/,2,2
35,/404.html?page=/blog/2018-03-09-who-are-rses-international-survey-2017-0&from=,1,1
36,/404.html?page=/blog/2018-05-25-archiving-code-and-software-shared-research-journal-author-and-reuser-perspectives&from=https://arpha.pensoft.net/preview_src.php?document_id=9909&template_xsl_path=GeneralFreeText_60&track_figures=1&document_has_unprocessed_changes=,1,1
37,/404.html?page=/blog/MjAxNi0wOC&from=,4,4
38,/404.html?page=/c11&from=,2,1
39,/404.html?page=/collaborations-workshop-2019&from=,4,1
40,/404.html?page=/collaborations-workshop&from=,25,9
41,/404.html?page=/collaborations-workshop&from=http://www.bing.com/search?q=amazon,1,1
42,/404.html?page=/collaborations-workshop&from=https://github.com/,3,1
43,/404.html?page=/collaborations-workshop&from=https://www.google.co.uk/,2,2
44,/404.html?page=/comment/64916&from=https://ahrefs.com/site-explorer/referring/v3/lost/subdomains/live/2018-08-19/2018-08-25/all/1/domain_rating_desc?target=webisoft.com,1,1
45,/404.html?page=/comment/65306&from=https://www.seoprofiler.com/olp/links?q=abcdeya.com&pid=58a4df6f90a64b20&st=0&sq=&dt=0&dq=&follow=all&trust=20&tt=0&tq=&at=0&aq=&ind=all&cat=all&tld=all&special=all&found=0&sort=15&num=20&unique=unique&filter=Filter+links&page=23,2,2
46,/404.html?page=/contact/s.aragon@software.ac.uk&from=,1,1
47,/404.html?page=/cookies&from=,4,4
48,/404.html?page=/cookies&from=https://www.software.ac.uk/blog,1,1
49,/404.html?page=/cw17/map-and-venue&from=,1,1
50,/404.html?page=/cw18/age&from=,1,1
51,/404.html?page=/cw18/map-and-venue&from=,1,1
52,/404.html?page=/cw19/code-of-conduct/&from=,1,1
53,/404.html?page=/cw19/login&from=,1,1
54,/404.html?page=/cw19&from=,2,2
55,/404.html?page=/Django&from=https://www.software.ac.uk/developing-scientific-applications-using-model-view-controller-approach,1,1
56,/404.html?page=/fellows/richard-adamsC:/Users/e804670/Documents/Custom Office Templates&from=,4,3
57,/404.html?page=/home/ cw11/giving-good-lightning-talk&from=,1,1
58,/404.html?page=/home/cw11/giving-good-lightniGiving&from=,1,1
59,/404.html?page=/home/cw11/Z2l2aW5nLW&from=,2,2
60,/404.html?page=/index.php/comment/65926&from=,1,1
61,/404.html?page=/index.php/comment/65982&from=,1,1
62,/404.html?page=/info@software.ac.uk &from=,1,1
63,/404.html?page=/legacy-siteswiki/JaxWsTutorial&from=,1,1
64,"/404.html?page=/mwg-internal/de5fs23hu73ds/progress?id=f7f2Co8TDr-HYiSn6puXDf4U2M8gHfo4bT9_UfPEEfw,&from=",1,1
65,/404.html?page=/node/2773/delete?destination=/admin/content?status=All&type=All&title=cw19&langcode=All&from=https://www.software.ac.uk/admin/content?status=All&type=All&title=cw19&langcode=All,1,1
