,ga:pagepath,ga:pageviews,ga:uniquepageviews
0,/,1249,940
1,"/?dm_t=0,0,0,0,0",4,2
2,/?fbclid=IwAR1xnRYysmJx8FDRZfT51HSzPuVt0BqyO4zBQqyCtDu8D5Z6n5Rhopv6M2I,1,1
3,/?fbclid=IwAR3mob_qEMSaLiD4A4GSYkedZDQv9S5h_5tyin84TW_3tXO18x1rZvumKEQ,1,1
4,/?mc_cid=05bb96f3a7&mc_eid=[UNIQID],1,1
5,/?mc_cid=b7004f07eb&mc_eid=[UNIQID],1,1
6,"/?q=taxonomy/term/3557,3160",2,1
7,"/?q=taxonomy/term/3557,3160/all",2,1
8,/?q=taxonomy/term/3557+3160,1,1
9,/?ref=comdurav.com,2,2
10,/403.html?page=/about/people/devasena-inupakutika?_ga=2.102072066.2058903518.1608026345-1230345573.1608026345&from=,1,1
11,/403.html?page=/admin/config/development/performance&from=,1,1
12,/403.html?page=/admin/reports/updates/check?destination=/admin/modules&token=CBZRlulFTH8gW_6DOzzFPvANhv3hgZZGZgPlEhP9noY&from=https://localhost:8443/admin/modules,1,1
13,/403.html?page=/admin/useful-content-poll-summary&from=,2,2
14,/403.html?page=/blog/2020-12-17-ten-arguments-against-open-science-you-can-win&from=,1,1
15,/403.html?page=/blog/2020-12-17-ten-arguments-against-open-science-you-can-win&from=https://t.co,5,2
16,/403.html?page=/blog/2020-12-17-ten-arguments-against-open-science-you-can-win&from=https://t.co/,2,2
17,/403.html?page=/blog/2020-12-17-ten-arguments-against-open-science-you-can-win&from=https://t.co/FGuSSAs7yj?amp=1,1,1
18,/403.html?page=/sitemap&from=,1,1
19,/404.html?page=/2782&from=https://localhost:8443/resources/guides/guides-managers,2,2
20,/404.html?page=/3410&from=,2,1
21,/404.html?page=/3494&from=https://35.176.183.9/blog/2020-12-02-could-coaching-contribute-more-sustainable-software,2,1
22,/404.html?page=/3497&from=https://localhost:8443/blog/2020-12-15-test,1,1
23,/404.html?page=/about/fellows/claire-donoghu&from=,1,1
24,/404.html?page=/about/fellows/yo-yehudihttps://www.google.com/url?q=https://openlifesci.org/index#applications&sa=D&ust=1607616321442000&usg=AOvVaw3EXo0uOpECPrtuz0qWQhnf&from=,1,1
25,/404.html?page=/about/people/aleksandra-pawlik&from=,1,1
26,/404.html?page=/admin/block&from=,1,1
27,/404.html?page=/admin/reaction-count2&from=,1,1
28,/404.html?page=/admin/useful-content-poll-summary&from=,1,1
29,/404.html?page=/admin/userful-content-poll-summary&from=,1,1
30,/404.html?page=/admin&from=https://35.176.183.9/update.php/selection,1,1
31,/404.html?page=/admin&from=https://localhost:8443/user/1,1,1
32,/404.html?page=/asdasd&from=https://localhost:8443/blog/2020-12-14-test-page,1,1
33,/404.html?page=/author/alex-clarke?_ga=2.234592478.1571039302.1607356662-1935806022.1602846666&from=https://www.software.ac.uk/,1,1
34,/404.html?page=/author/alex-clarke?_ga=2.4730099.1920402386.1607351302-2088518792.1604162116&from=https://www.software.ac.uk/,1,1
35,/404.html?page=/author/edward-palmer?_ga=2.165435005.393362848.1607942238-1366390986.1604311248&from=https://www.software.ac.uk/,1,1
36,/404.html?page=/author/edward-palmer&from=https://software.ac.uk/about/fellows/edward-palmer,2,2
37,/404.html?page=/author/phil-mcaleer&from=https://software.ac.uk/about/fellows/phil-mcaleer,1,1
38,/404.html?page=/blog/2016-10-07-how-cite-and-describe-software-you-used-your-research-top-ten-tips.&from=,2,1
